Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AvgPricePerRoom,LotArea_Efficiency,HouseAge,YearsSinceRemod,AvgBldgTypePrice
58,60.0,RL,89.0,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70.0,0,0,0.0,0,None,None,None,0,8,2006,WD,Normal,196500,28071.428571428572,0.00060111635895234,20,2,195814.3010989011
60,20.0,RL,60.0,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7.0,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0.0,0,0,0.0,0,None,MnPrv,None,0,1,2008,WD,Normal,124900,31225.0,0.0005555555555555556,52,36,195814.3010989011
61,20.0,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0.0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50.0,0,0,0.0,0,None,None,None,0,5,2006,New,Partial,158000,31600.0,0.0003824969400244798,20,2,195814.3010989011
63,120.0,RL,44.0,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49.0,0,0,0.0,0,None,None,None,0,10,2007,WD,Normal,202500,33750.0,0.0009313877677739833,18,1,185109.94845360826
65,60.0,RL,69.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36.0,0,0,0.0,0,None,GdPrv,None,0,2,2009,WD,Normal,219500,27437.5,0.0008533333333333333,27,11,195814.3010989011
66,60.0,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151.0,0,0,0.0,0,None,None,None,0,10,2007,WD,Normal,317000,35222.22222222222,0.0009383797309978105,20,2,195814.3010989011
67,20.0,RL,69.0,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5.0,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0.0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0.0,0,0,0.0,0,None,None,None,0,7,2010,WD,Normal,180000,25714.285714285714,0.00035175879396984926,54,21,195814.3010989011
68,20.0,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29.0,0,0,0.0,0,None,None,None,0,6,2007,WD,Normal,226000,32285.714285714286,0.0006563525550867324,21,4,195814.3010989011
69,30.0,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6.0,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,6,2010,WD,Normal,80000,20000.0,0.0008680555555555555,79,60,195814.3010989011
71,20.0,RL,95.0,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6.0,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0.0,0,0,0.0,0,None,None,None,0,2,2007,WD,Normal,244000,30500.0,0.0005860376529192,51,34,195814.3010989011
72,20.0,RL,69.0,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6.0,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,6,2007,WD,Normal,129500,32375.0,0.0005263850506645612,42,1,195814.3010989011
73,60.0,RL,74.0,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94.0,0,0,160.0,0,None,None,None,0,12,2009,WD,Normal,185000,26428.571428571428,0.0006902672320283996,26,11,195814.3010989011
76,160.0,RM,35.95,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5.0,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0.0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101.0,0,0,0.0,0,None,GdWo,None,0,11,2009,WD,Normal,91000,18200.0,0.003132832080200501,51,36,136797.56097560975
77,20.0,RL,69.0,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7.0,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,4,2008,WD,Normal,135750,33937.5,0.00047197640117994103,68,52,195814.3010989011
79,90.0,RL,72.0,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5.0,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0.0,2,0,4,2,TA,8,Typ,0,None,None,1968.0,None,0,0,None,None,Y,0,0.0,0,0,0.0,0,None,None,None,0,4,2010,WD,Normal,136500,17062.5,0.0007422527370569679,56,42,132796.58333333334
81,60.0,RL,100.0,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6.0,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72.0,0,0,160.0,0,None,None,None,0,6,2009,WD,Normal,193500,24187.5,0.0006153846153846154,56,41,195814.3010989011
82,120.0,RM,35.95,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5.0,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0.0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,175.04999999999995,0,0,0.0,0,None,None,None,0,3,2006,WD,Normal,153500,30700.0,0.0011111111111111111,26,8,185109.94845360826
83,20.0,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99.0,0,0,0.0,0,None,None,None,0,10,2008,WD,Normal,245000,40833.333333333336,0.0005878894767783657,17,1,195814.3010989011
84,20.0,RL,80.0,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0.0,0,0,0.0,0,None,None,None,0,7,2007,COD,Normal,126500,21083.333333333332,0.0006747638326585695,64,47,195814.3010989011
85,80.0,RL,69.0,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72.0,0,0,0.0,0,None,None,Shed,700,5,2009,WD,Normal,168500,24071.428571428572,0.0008206330597889801,29,13,195814.3010989011
86,60.0,RL,104.0,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82.0,0,0,0.0,0,None,None,None,0,4,2006,WD,Normal,260000,28888.88888888889,0.0005604334018307491,33,14,195814.3010989011
87,60.0,RL,104.0,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38.0,0,0,0.0,0,None,None,None,0,3,2009,WD,Normal,174000,29000.0,0.0005037360423138275,19,4,195814.3010989011
88,160.0,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5.0,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,175.04999999999995,0,0,0.0,0,None,None,None,0,6,2009,New,Partial,164500,41125.0,0.0010124019235636548,15,0,185109.94845360826
90,20.0,RL,60.0,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5.0,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0.0,1,0,3,1,TA,5,Typ,0,None,None,1994.0,None,0,0,None,None,Y,0,0.0,0,0,0.0,0,None,None,None,0,8,2007,WD,Normal,123600,24720.0,0.0006195786864931846,30,12,195814.3010989011
91,20.0,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5.0,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29.0,0,0,0.0,0,None,None,None,0,7,2006,WD,Normal,109900,27475.0,0.0005555555555555556,74,56,195814.3010989011
92,20.0,RL,85.0,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4.0,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0.0,0,0,0.0,0,None,GdWo,None,0,12,2006,WD,Abnorml,98600,16433.333333333332,0.0007058823529411765,63,45,195814.3010989011
94,160.0,C (all),60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6.0,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1.0,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0.0,0,0,99.0,0,None,None,None,0,11,2007,WD,Normal,133900,14877.777777777777,0.00125,114,9,124247.36842105263
95,60.0,RL,69.0,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5.0,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162.0,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,204750,29250.0,0.0007497054728499518,27,10,195814.3010989011
96,60.0,RL,69.0,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8.0,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0.0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63.0,0,0,0.0,0,None,None,Shed,480,4,2009,WD,Normal,185000,30833.333333333332,0.0006144393241167435,31,16,195814.3010989011
97,20.0,RL,78.0,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29.0,0,0,0.0,0,None,None,None,0,8,2006,WD,Normal,214000,35666.666666666664,0.0005845674201091193,25,7,195814.3010989011
98,20.0,RL,73.0,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5.0,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0.0,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,94750,15791.666666666666,0.0005494002380734365,59,42,195814.3010989011
100,20.0,RL,77.0,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5.0,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0.0,1,1,3,1,TA,6,Typ,0,None,None,1959.0,None,0,0,None,None,Y,352,0.0,0,0,0.0,0,None,None,Shed,400,1,2010,WD,Normal,128950,21491.666666666668,0.0006437768240343348,65,51,195814.3010989011
101,20.0,RL,69.0,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7.0,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0.0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68.0,0,0,0.0,0,None,None,None,0,2,2010,WD,Normal,205000,34166.666666666664,0.0005658775818164671,47,9,195814.3010989011
102,60.0,RL,77.0,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5.0,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46.0,0,0,0.0,0,None,None,None,0,6,2010,WD,Normal,178000,25428.571428571428,0.0007603736693460786,39,25,195814.3010989011
103,90.0,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5.0,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,6,2009,WD,Alloca,118964,14870.5,0.001139925904816187,45,30,132796.58333333334
104,20.0,RL,94.0,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36.0,0,0,0.0,0,None,None,None,0,5,2010,WD,Normal,198900,33150.0,0.0005768121515093252,15,1,195814.3010989011
105,50.0,RM,69.0,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4.0,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0.0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0.0,0,0,160.0,0,None,None,None,0,6,2007,WD,Normal,169500,24214.285714285714,0.0009022944057746842,93,57,195814.3010989011
106,60.0,FV,75.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5.0,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45.0,0,0,0.0,0,None,None,None,0,8,2008,WD,Normal,250000,27777.777777777777,0.00096,21,4,195814.3010989011
107,30.0,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7.0,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,0.0,0,0,0.0,0,None,None,Shed,450,8,2007,WD,Normal,100000,16666.666666666668,0.0005555555555555556,139,12,195814.3010989011
110,20.0,RL,104.0,11751,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6.0,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,GasA,Ex,Y,SBrkr,1844,0,0,1844,0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,0,122.0,0,0,0.0,0,None,MnPrv,None,0,1,2010,COD,Normal,190000,27142.85714285714,0.0005956939834907667,47,33,195814.3010989011
111,50.0,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4.0,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,GasA,Gd,Y,SBrkr,1216,639,0,1855,0,0.0,2,0,4,1,TA,7,Typ,0,None,Attchd,1954.0,Unf,1,325,TA,TA,Y,182,0.0,0,0,0.0,0,None,None,None,0,10,2006,WD,Normal,136900,19557.14285714286,0.0007349081364829396,70,34,195814.3010989011
112,80.0,RL,69.0,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2,400,TA,TA,Y,180,0.0,0,0,0.0,0,None,None,None,0,4,2010,WD,Normal,180000,25714.285714285714,0.0009032258064516129,24,10,195814.3010989011
113,60.0,RL,77.0,9965,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,GasA,Ex,Y,SBrkr,1282,1414,0,2696,1,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,792,TA,TA,Y,120,175.04999999999995,0,0,160.0,0,None,None,None,0,10,2007,New,Partial,383970,38397.0,0.0010035122930255895,17,0,195814.3010989011
116,160.0,FV,35.95,3230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5.0,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,GasA,Gd,Y,SBrkr,729,729,0,1458,0,0.0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,32.0,0,0,0.0,0,None,None,None,0,6,2007,WD,Normal,176000,35200.0,0.0015479876160990713,25,8,185109.94845360826
118,20.0,RL,74.0,8536,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.0,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,GasA,Gd,Y,SBrkr,1125,0,0,1125,0,0.0,1,1,2,1,TA,5,Typ,0,None,Attchd,2007.0,Unf,2,430,TA,TA,Y,80,64.0,0,0,0.0,0,None,None,None,0,4,2007,New,Partial,155000,31000.0,0.0005857544517338331,18,0,195814.3010989011
